blocks;minecraft:air;minecraft:amethyst_block;minecraft:amethyst_cluster;minecraft:andesite;minecraft:azalea;minecraft:barrel;minecraft:bedrock;minecraft:big_dripleaf;minecraft:big_dripleaf_stem;minecraft:birch_fence;minecraft:birch_planks;minecraft:birch_slab;minecraft:birch_stairs;minecraft:black_stained_glass;minecraft:blue_bed;minecraft:bubble_column;minecraft:budding_amethyst;minecraft:calcite;minecraft:candle;minecraft:cave_air;minecraft:cave_vines;minecraft:cave_vines_plant;minecraft:chain;minecraft:chest;minecraft:chiseled_sandstone;minecraft:chiseled_stone_bricks;minecraft:chiseled_tuff;minecraft:chiseled_tuff_bricks;minecraft:clay;minecraft:coal_ore;minecraft:cobbled_deepslate;minecraft:cobblestone;minecraft:cobweb;minecraft:copper_ore;minecraft:crafting_table;minecraft:crying_obsidian;minecraft:cut_sandstone;minecraft:dark_oak_log;minecraft:dark_oak_planks;minecraft:dark_oak_stairs;minecraft:dark_oak_trapdoor;minecraft:decorated_pot;minecraft:deepslate;minecraft:deepslate_coal_ore;minecraft:deepslate_copper_ore;minecraft:deepslate_diamond_ore;minecraft:deepslate_gold_ore;minecraft:deepslate_iron_ore;minecraft:deepslate_lapis_ore;minecraft:deepslate_redstone_ore;minecraft:diamond_ore;minecraft:diorite;minecraft:dirt;minecraft:dispenser;minecraft:flower_pot;minecraft:flowering_azalea;minecraft:glow_lichen;minecraft:gold_block;minecraft:gold_ore;minecraft:granite;minecraft:grass_block;minecraft:gravel;minecraft:gray_bed;minecraft:hopper;minecraft:iron_ore;minecraft:kelp;minecraft:kelp_plant;minecraft:ladder;minecraft:lapis_ore;minecraft:large_amethyst_bud;minecraft:lava;minecraft:light_blue_terracotta;minecraft:magenta_bed;minecraft:magma_block;minecraft:medium_amethyst_bud;minecraft:moss_block;minecraft:moss_carpet;minecraft:mossy_cobblestone;minecraft:mossy_stone_brick_slab;minecraft:mossy_stone_brick_stairs;minecraft:netherrack;minecraft:oak_button;minecraft:oak_fence;minecraft:oak_leaves;minecraft:oak_log;minecraft:oak_planks;minecraft:oak_pressure_plate;minecraft:oak_slab;minecraft:oak_stairs;minecraft:oak_trapdoor;minecraft:oak_wood;minecraft:obsidian;minecraft:packed_ice;minecraft:polished_granite;minecraft:polished_tuff;minecraft:polished_tuff_slab;minecraft:potted_dead_bush;minecraft:purple_bed;minecraft:raw_copper_block;minecraft:raw_iron_block;minecraft:red_bed;minecraft:red_candle;minecraft:red_glazed_terracotta;minecraft:redstone_ore;minecraft:sand;minecraft:sandstone;minecraft:sea_lantern;minecraft:seagrass;minecraft:short_grass;minecraft:small_amethyst_bud;minecraft:small_dripleaf;minecraft:smooth_basalt;minecraft:spawner;minecraft:spore_blossom;minecraft:spruce_door;minecraft:spruce_fence;minecraft:spruce_planks;minecraft:spruce_stairs;minecraft:spruce_trapdoor;minecraft:stone;minecraft:stone_brick_stairs;minecraft:stone_bricks;minecraft:suspicious_sand;minecraft:tall_grass;minecraft:tall_seagrass;minecraft:trial_spawner;minecraft:tuff;minecraft:tuff_bricks;minecraft:vault;minecraft:vine;minecraft:wall_torch;minecraft:water;minecraft:waxed_chiseled_copper;minecraft:waxed_copper_block;minecraft:waxed_copper_bulb;minecraft:waxed_copper_door;minecraft:waxed_copper_grate;minecraft:waxed_cut_copper;minecraft:waxed_cut_copper_slab;minecraft:waxed_cut_copper_stairs;minecraft:waxed_exposed_copper_bulb;minecraft:waxed_oxidized_chiseled_copper;minecraft:waxed_oxidized_copper;minecraft:waxed_oxidized_copper_bulb;minecraft:waxed_oxidized_copper_door;minecraft:waxed_oxidized_copper_grate;minecraft:waxed_oxidized_copper_trapdoor;minecraft:waxed_oxidized_cut_copper;minecraft:waxed_oxidized_cut_copper_slab;minecraft:waxed_oxidized_cut_copper_stairs;minecraft:waxed_weathered_copper_bulb;minecraft:white_stained_glass
6;13478;65;0;16111;0;0;0;0;0;0;0;0;0;0;0;118;7;85;0;84;0;0;0;0;0;0;0;0;0;272;0;0;0;660;0;0;0;0;0;0;0;0;39079;68;127;5;38;217;61;32;18;13892;4211;0;0;0;42;0;155;14697;0;3092;0;0;843;0;0;0;231;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;187;0;0;0;1;0;0;0;93;0;0;0;0;0;0;0;117979;0;0;0;0;0;0;0;0;0;0;0;30788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7;12837;64;0;16048;0;0;0;0;0;0;0;0;0;0;0;123;10;79;0;10;0;0;0;0;0;0;0;0;0;373;0;0;0;684;0;0;0;0;0;0;0;0;19663;43;51;4;14;118;23;21;34;14288;4162;0;0;0;45;0;173;14479;0;2849;0;0;1040;0;0;0;249;2;7;0;0;35;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;202;0;0;0;1;0;1;0;90;0;0;0;0;0;0;0;137826;0;0;0;0;1;0;0;0;0;0;1;31112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;12539;67;1;16097;0;0;0;0;0;0;0;0;0;0;0;121;10;71;0;0;0;0;0;0;0;0;0;0;0;464;0;0;0;703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;14373;3856;0;0;0;55;0;195;15026;0;2518;0;0;1187;0;0;0;276;0;55;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;238;0;0;0;0;0;0;0;161;0;0;0;0;0;0;0;156058;0;0;0;0;1;0;0;0;0;0;0;32602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;10367;70;0;17007;0;0;0;0;0;0;0;0;0;0;0;121;9;138;0;76;0;0;0;0;0;0;0;0;0;538;0;0;0;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15096;3886;0;0;0;52;0;180;15689;0;2419;0;0;1232;0;0;0;280;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;207;0;0;0;1;0;0;0;202;0;0;0;0;0;0;0;158257;0;0;0;0;1;0;0;0;0;0;0;30043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;8859;109;0;17703;0;0;0;0;0;0;0;0;0;0;0;122;9;194;0;46;0;0;0;0;0;0;0;0;0;512;0;1;0;831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;15589;3808;0;0;0;43;0;156;16071;0;2724;0;0;1274;0;0;0;292;1;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;211;0;0;0;2;0;0;0;237;0;0;0;0;0;0;0;157530;0;0;0;0;2;0;0;0;0;0;0;30348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;12690;136;0;18030;0;0;0;0;0;0;0;0;0;0;0;101;8;203;0;13;0;0;0;0;0;0;0;0;0;497;0;2;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15579;3790;0;0;0;40;0;166;15843;0;3142;0;0;1322;0;1;0;246;1;15;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;235;0;0;0;3;0;0;0;279;0;0;0;0;0;0;0;157285;0;0;0;0;4;0;0;0;0;0;0;26225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;11302;117;0;18261;0;0;0;0;0;0;0;0;0;0;0;102;9;185;0;0;0;0;0;0;0;0;0;0;0;520;0;2;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15328;3967;0;0;0;35;0;188;15248;0;3190;0;0;1241;0;8;0;221;0;4;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;222;0;0;0;1;0;1;0;313;0;0;0;0;0;0;0;156891;0;0;0;0;7;0;0;0;0;0;1;28470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;10419;140;1;17802;0;0;0;0;0;0;0;0;0;0;0;111;15;205;0;0;0;0;0;0;0;0;0;0;0;459;0;2;0;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15360;4176;0;0;0;42;0;185;14669;0;3113;0;0;1279;1;10;0;249;0;4;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;163;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;155829;0;0;0;0;10;0;0;0;0;0;0;31410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;14393;164;0;17056;0;0;0;0;0;0;0;0;0;0;0;122;13;201;0;0;0;0;0;0;0;0;0;0;0;468;0;3;0;870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15235;4065;0;0;0;45;0;169;14046;0;2887;0;0;1346;0;10;0;214;1;5;0;0;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;135;0;0;0;0;0;0;0;226;0;0;0;0;0;0;0;155174;0;0;0;0;12;0;0;0;0;0;0;29871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;14818;190;0;16319;0;0;0;0;0;0;0;0;0;0;0;124;15;234;0;0;0;0;0;0;0;0;0;0;0;547;0;3;0;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;15148;3986;0;0;0;37;0;137;13669;0;2653;0;0;1253;1;12;0;194;1;5;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;29;13;0;0;11;0;2;0;223;0;0;0;0;0;0;0;154332;0;0;0;0;24;0;0;0;0;0;0;31721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;15770;222;2;15628;0;0;0;0;0;0;0;0;0;0;0;132;22;215;0;91;0;0;0;0;0;0;0;0;0;621;0;7;0;1037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15139;4275;0;0;0;60;0;125;13471;0;2545;0;0;1199;0;14;0;213;0;19;0;0;10;0;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;6;0;0;4;0;0;0;238;0;0;0;0;0;0;0;151217;0;0;0;0;32;0;0;0;0;0;0;34436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;23907;222;1;15544;0;0;0;0;0;0;0;0;0;0;0;70;13;222;0;118;0;0;0;0;0;0;0;0;0;695;0;0;0;1005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16059;4728;0;0;0;31;0;93;14287;0;2695;0;0;1375;3;17;0;230;1;83;0;0;24;1;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;9;0;0;7;0;0;0;288;0;0;0;0;0;0;0;157454;0;0;0;0;31;0;0;0;0;0;1;17535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;21015;198;1;15608;0;0;0;0;0;0;0;0;0;0;0;54;21;257;0;155;0;0;0;0;0;0;0;0;0;804;0;0;5;1116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17279;4968;0;0;0;21;0;81;15157;47;2745;0;0;1364;3;20;0;232;2;1;0;0;21;3;0;0;0;0;0;0;0;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;4;0;4;0;275;0;0;0;0;0;0;0;159495;0;0;0;0;19;0;0;0;0;0;1;15745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;19410;215;0;15491;0;0;0;0;0;0;0;0;0;0;0;51;26;245;0;67;0;0;0;0;0;0;0;0;0;827;0;0;0;1137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17925;4767;0;0;0;39;0;135;15689;77;2942;0;0;1382;3;22;0;270;1;1;0;0;42;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;81;0;0;1;0;4;0;270;0;0;0;0;0;0;0;160901;0;0;0;0;20;0;0;0;0;0;0;14720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;18376;223;1;15715;0;0;0;0;0;0;0;0;0;0;0;58;21;234;0;22;0;0;0;0;0;0;0;0;0;705;0;0;0;1195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17749;4681;0;0;0;47;0;140;15483;39;3227;0;0;1384;3;22;0;224;1;1;0;0;30;1;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;63;0;0;5;0;1;0;305;0;0;0;0;0;0;0;162422;0;0;0;0;35;0;0;0;0;0;0;14322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;15886;195;0;16128;0;0;0;0;0;0;0;0;0;0;0;66;10;281;0;54;0;0;0;0;0;0;0;0;0;742;0;0;0;1198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17146;4919;0;0;0;42;0;118;15022;12;3552;0;0;1360;4;24;0;197;0;48;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;58;0;0;14;0;0;0;331;0;0;0;0;0;0;0;164528;0;0;0;0;36;0;0;0;0;0;0;14757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;13366;221;0;16634;0;0;0;0;0;0;0;0;0;0;0;69;12;271;0;54;0;0;0;0;0;0;0;0;0;862;0;0;0;1240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16740;4956;0;0;0;34;0;124;15190;4;3641;0;0;1316;6;26;0;189;1;85;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;61;0;0;9;0;0;0;343;0;0;0;0;0;0;0;165543;0;0;0;0;34;0;0;0;0;0;0;15693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;12118;202;0;16752;0;0;0;0;0;0;0;0;0;0;0;72;21;279;0;147;0;0;0;0;0;0;0;0;0;927;0;0;0;1179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16222;4677;0;0;0;32;0;80;15305;9;3390;0;0;1263;3;35;0;221;1;1;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;63;0;0;20;0;0;0;322;0;0;0;0;0;0;0;166238;0;0;0;0;34;0;0;0;0;0;1;17134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;10580;200;2;16872;0;0;0;0;0;0;0;0;0;0;0;71;13;236;0;89;0;0;0;0;0;0;0;0;0;1019;0;0;0;1136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15916;4309;0;0;0;44;0;52;15384;0;3138;0;0;1233;8;36;0;174;2;2;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;122;0;0;16;0;0;0;349;0;0;0;0;0;0;0;166233;0;0;0;0;33;0;0;0;0;0;0;19468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;7717;208;0;17108;0;0;0;0;0;0;0;0;0;0;0;49;19;232;0;38;0;0;0;0;0;0;0;0;0;1075;0;0;0;1321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16197;3959;0;0;0;25;0;51;15523;6;3002;0;0;1222;6;46;0;180;1;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;176;0;0;23;0;1;0;294;0;0;0;0;0;0;0;171720;0;0;0;0;35;0;0;0;0;0;0;16500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;6140;232;0;16708;0;0;0;0;0;0;0;0;0;0;0;55;17;268;0;0;0;0;0;0;0;0;0;0;0;1043;0;0;0;1533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16667;3992;0;0;0;30;0;50;15633;38;2922;0;0;1088;8;54;0;174;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;238;0;0;34;0;2;0;277;0;0;0;0;0;0;0;173878;0;0;0;0;68;0;0;0;0;0;0;15597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;4921;215;1;17029;0;0;0;0;0;0;0;0;0;0;0;54;24;271;0;0;0;0;0;0;0;0;0;0;0;1262;0;0;0;1617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17304;4164;0;0;0;23;0;32;16031;98;3034;0;0;1137;8;73;0;143;1;1;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;200;0;0;26;0;1;0;266;0;0;0;0;0;0;0;173253;0;0;0;0;76;0;0;0;0;0;0;15469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;4155;194;2;17333;0;0;0;0;0;0;0;0;0;0;0;55;15;271;0;0;0;0;0;0;0;0;0;0;0;1356;0;0;0;1454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17683;4304;0;0;0;22;0;27;16704;101;3210;0;0;1066;14;81;0;155;1;3;0;0;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;189;0;0;24;0;1;0;275;0;0;0;0;0;0;0;172974;0;0;0;0;48;0;0;0;0;0;1;15012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;3640;207;0;17765;0;0;0;0;0;0;0;0;0;0;0;51;15;230;0;0;0;0;0;0;0;0;0;0;0;1246;0;0;0;1476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17798;4529;0;0;0;23;0;16;17130;76;3404;0;0;1008;10;87;0;176;1;5;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;212;0;0;21;0;1;0;277;0;0;0;0;0;0;0;173276;0;0;0;0;55;0;0;0;0;0;0;14014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;3094;177;0;17866;0;0;0;0;0;0;0;0;0;0;0;48;17;219;0;0;0;0;0;0;0;0;0;0;0;1308;0;0;0;1460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17934;4652;0;0;0;18;0;4;17743;68;3570;0;0;904;9;101;0;164;2;3;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;263;1;0;43;0;2;0;263;0;0;0;0;0;0;0;174020;0;0;0;0;73;0;0;0;0;0;0;12721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;2234;151;1;18182;0;0;0;0;0;0;0;0;0;0;0;45;18;227;0;0;0;0;0;0;0;0;0;0;0;1397;0;0;0;1499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17744;4604;0;0;0;11;0;0;18138;41;3990;0;0;873;11;115;0;142;0;20;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;344;2;0;66;0;0;0;266;0;0;0;0;0;0;0;174258;0;0;0;0;96;0;0;0;0;0;0;12265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;1413;138;2;18071;0;0;0;0;0;0;0;0;0;0;0;38;18;204;0;0;0;0;0;0;0;0;0;0;0;1274;0;0;0;1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17065;4314;0;0;0;13;0;0;18035;76;4417;0;0;876;25;123;0;117;0;91;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1308;147;0;53;0;0;0;291;0;0;0;0;0;0;0;174204;0;0;0;0;109;0;0;0;0;0;1;12650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;593;116;0;18269;0;0;0;0;0;0;0;0;0;0;0;29;12;181;0;96;0;0;0;0;0;0;0;0;0;1377;0;0;0;1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16818;4091;0;0;0;10;0;0;17626;14;4375;0;0;918;19;166;0;100;0;100;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1809;2;0;131;0;0;0;260;0;0;0;0;0;0;0;175737;0;0;0;0;350;0;0;0;0;0;0;11858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;297;76;0;16928;0;0;0;0;0;0;0;0;0;0;0;35;7;134;0;143;0;0;0;0;0;0;0;0;0;1559;0;0;0;1622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16443;4218;0;0;0;3;0;0;16676;9;4115;0;0;747;24;241;0;142;0;53;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;5321;5;0;149;0;1;0;232;0;0;0;0;0;0;0;173696;0;0;0;0;621;0;0;0;0;0;0;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;82;26;0;15560;0;0;0;0;0;0;0;0;0;0;0;29;3;102;0;142;0;0;0;0;0;0;0;0;0;1620;0;0;0;1639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16015;4060;0;0;0;7;0;0;15663;0;3557;0;0;837;37;538;0;155;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;6518;26;0;362;0;0;0;166;0;0;0;0;0;0;0;170438;0;0;0;0;1444;0;0;0;0;0;0;17726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;10;0;0;14509;0;0;0;0;0;0;0;0;0;0;0;26;0;38;0;118;0;0;0;0;0;0;0;0;0;1516;0;0;0;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15514;3691;0;0;0;5;0;0;14770;0;3141;0;0;742;70;811;0;111;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;13429;37;0;401;0;0;0;102;0;0;0;0;0;0;0;160673;0;0;0;0;2459;0;0;0;0;0;1;23067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;11;0;0;13735;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;53;0;0;0;0;0;0;0;0;1;1213;0;1;0;1383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14175;3370;0;0;0;8;0;0;13655;0;2891;0;0;612;102;1330;0;110;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;17561;16;0;684;0;0;0;48;0;0;0;0;0;0;0;147141;0;0;0;0;3781;0;0;0;0;0;0;34851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;8;0;0;13300;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;1225;0;0;0;1451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12918;2875;0;0;0;0;0;0;12188;0;2566;0;0;556;149;2011;0;106;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14370;12;0;866;0;0;0;0;0;0;0;0;0;0;0;136383;0;0;0;0;5618;0;0;0;0;0;0;50129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;8;0;0;12216;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1309;0;0;0;1376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11834;2641;0;0;0;10;0;0;10869;0;2564;0;0;485;244;2443;0;112;0;0;0;0;20;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;15850;27;0;657;0;0;0;0;0;0;0;0;0;0;0;124318;0;0;0;0;5829;0;0;0;0;0;0;63933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0;0;0;11915;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;1;1296;0;0;0;1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11405;2229;0;0;0;1;0;0;10336;0;2659;0;0;435;304;2857;0;101;0;0;0;0;19;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5197;49;0;746;0;0;0;0;0;0;0;0;0;0;0;121146;0;0;0;0;5447;0;0;0;0;0;1;79362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;1;0;0;11534;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;1238;0;0;0;1161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11089;2233;0;0;0;3;0;0;10386;0;2631;0;0;307;373;2750;0;79;0;0;0;0;24;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3762;6;0;269;0;0;0;0;0;0;0;0;0;0;0;119026;0;0;0;0;3670;0;0;0;0;0;0;86191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;1;0;0;11092;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;1;1303;0;0;0;1161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10680;2457;0;0;0;3;0;0;10342;0;2352;0;0;403;399;2553;0;118;0;0;0;0;15;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3813;4;0;254;0;0;0;0;0;0;0;0;0;0;0;116244;0;0;0;0;1558;0;0;0;0;0;0;91969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;1;0;0;10850;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;3;1350;0;0;0;1107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9927;2586;0;0;0;2;0;0;10405;0;2088;0;0;381;422;2307;0;80;0;0;0;0;14;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4391;14;0;339;0;0;0;0;0;0;0;0;0;0;0;113325;0;0;0;0;1204;0;0;0;0;0;0;95916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
